Date,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
9/11/2004,"Off Mount Athos, Greece",Military - Greek Army,,Athens - Mount Athos,CH-47D Chinook,,N/A,17,17,0
9/29/2004,"Tortuguero lagoon, Puerto Rico",Air Flamence,,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,1,0
10/5/2004,"Kaduqli, Sudan",Sarit Airlines,,El Obeid - Juba,Antonov AN-12,ST-SAF,347606,4,4,0
11/22/2004,"Houston, Texas",Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,3,0
11/27/2004,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,-,"Bagram - Farah, Afghanstan",CASA 212-CC,N960BW,231,6,6,0
10/14/2004,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2,2,0
10/14/2004,"Halifax, Nova Scotia, Canada",MK Airlines,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7,7,0
10/15/2004,"Near Medellin, Colombia",Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,3,0
10/16/2004,"Coron Island, Philippines",PacifiAir,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,2,0
10/19/2004,"Near Kirksville, Missouri",Corporate Airlines (American Connection),5966,"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,N875JX,875,15,13,0
10/24/2004,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10,10,0
10/24/2004,"San Diego, California",Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,5,0
11/18/2004,"Caracas, Venezuela",Venezolana,213,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21,3,0
11/21/2004,"Baotou, Inner Mongolia, China",China Eastern Airlines,,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53,53,0
11/28/2004,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6,3,0
11/30/2004,"Solo, Indonesia",Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,154,26,0
11/30/2004,"Saint Louis, Missouri",Grand Aire,,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,N604GA,1037,2,2,0
12/6/2004,"Bellevue, Idaho",Salmon Air - Air Taxi,,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,2,2,0
12/7/2004,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,N/A,Cessna TU206G,HK-2882,N/A,6,6,0
12/10/2004,"El Junquito, Venezuela",Guardia Nacional de Venezuela,,Puerto Ayacucho - La Carlota,PZL-MieleM28,GN-97121,AJE001-15,16,16,0
12/11/2004,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,2,1
12/11/2004,"Near Jeddah, Saudi Arabia",Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,33448390,7,1,0
1/13/2005,"Manguipayan, Colombia",Military - Colombian government,,N/A,Black Hawk helicopter,,N/A,20,20,0
1/13/2005,"Tura,Siberia, Russia",Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0
1/13/2005,"Keene, New Hampshire",AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,1,0
1/26/2005,"Rutbah, Iraq",Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,,N/A,31,31,0
1/27/2005,"Lasi, Hungary",Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,2,0
1/30/2005,"Near Al Taji, Iraq",Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,10,0
2/3/2005,"Near Peshawar, Pakistan",Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,104,0
2/3/2005,"Near Khartoum, Sudan",Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,7,0
2/10/2005,"Lebec, California",Action Air Express Inc. - Air Taxi,-,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2,2,0
2/16/2005,"Near Pueblo, Colorado",Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,8,0
2/22/2005,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,2,0
2/22/2005,N/A,Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,,N/A,18,15,0
3/8/2005,"Chrallave, Venezuela",Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,2,0
3/15/2005,"Off Campbeltown, United Kingdom",Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,2,0
3/16/2005,"Varandey, Russia",Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,28,0
3/23/2005,"Off Mwanza, Tanzania",Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,8,0
3/26/2005,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,8,0
3/31/2005,"Near Rovie, Albania",Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,9,0
4/12/2005,"Enarotali, Indonesia",GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,18,0
4/20/2005,"Tehran, Iran",Saha Airline Services,,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,3,0
4/28/2005,"Pisco, Peru",Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13,13,0
5/2/2005,"Taranaki, New Zealand",Airwork,,Auckland - Blenheim,Swearingen SA227AC Metro III,ZK-POA,AC-551B,2,2,0
5/5/2005,"Near Kisangani, DemocratiRepubliCongo",Kisangani Airlift,,Bangboka - Isiro,Antonov AN-26,EK-26060,17311107,11,10,0
5/7/2005,"Lockhart River, Queensland, Australia",Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,15,0
5/16/2005,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,10,0
5/18/2005,"Mongu, Zambia",Military - Zambia Air Force,,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,89,13,13,0
5/25/2005,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),,Goma - Kindu - Kongolo,Antonov AN-12BP,9Q-CVG,4342404,27,27,0
6/2/2005,"Khartoom, Sudan",Marsland Aviation,430,Kartoom - El Obeid - El Fasher,Antonov AN-24B,ST-WAL,6991004,42,7,0
7/16/2005,"Baney, Equatorial Guinea",Ecuatair,,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,60,0
8/2/2005,"Toronto, Canada",Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,0,0
8/6/2005,"Off Palermo, Italy",Tuninter,1153,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39,16,0
8/10/2005,"Off Talinn, Estonia",Copterline,,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,OH-HCI,760508,14,14,0
8/14/2005,"Near Grammatikos, Greece",Helios Airways,522,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121,121,0
8/16/2005,"Near La Cucharita, Venezuela",West Caribbean Airways,,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,HK-4374X,49484/1315,160,160,0
8/23/2005,"Near Pucallpa, Peru",TANS Peru,204,Lima - Pucallpa - Iquitos,Boeing B-737-244,OB-1809,22580/87,98,40,0
9/5/2005,"Isiro, DemoctratiRepubliCongo",Kavatshi Airlines,,Beni - Isiro,Antonov 26B,ER-AZT,9005,11,11,0
9/5/2005,"Medan, Indonesia",Mandala Airlines,91,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117,99,44
9/9/2005,"Near Brazzaville, Congo",Air Kasai,,Boende - Kinshasa,Antonov AN-26A,9Q-CFD,37312901,14,14,0
9/15/2005,"Alto da Boa Vista, Brazil",Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2,2,0
9/16/2005,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4,4,0
9/23/2005,"Haena, Hawaii","Heli-USA Airways, In- Air Taxi",,Sightseeing,Aerospatiale AS-350BA,N355NT,2053,6,4,0
10/4/2005,"Aru, DemocratiRepubliCogo",Wimbi Dira Airways,,Kisangani - Bunia,Antonov 12V,9Q-CWC,2400901,100,2,0
10/6/2005,"Winnipeg, Canada",Morningstar Air Express,8060,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1,1,0
10/22/2005,"Lisa, Nigeria",Bellview Airlines,3210,Lagos - Abuja,Boeing B-737-2L9,5N-BFN,22734/818,117,117,0
11/19/2005,"Stupino, Russia",Ivolga Avia,,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8,8,0
12/6/2005,"Tehran, Iran",Military - IslamiRepubliof Iran Air Force,,Tehran - Bandar Abbas,Lockheed C-130B Hercules,12-May,4386,94,94,14
12/8/2005,"Chicago, Illinois",Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,0,1
12/10/2005,"Near Port Harcourt, Nigeria",Sosoliso Airlines,1145,Abuja - Port Harcourt,McDonnell DC-9-32,5NBFD,47562/685,109,108,0
12/19/2005,"Off Miami Beach, Florida",Chalk's Ocean Airways,101,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,N2969,J-27,20,20,0
12/23/2005,"Nardaran, Azerbaijan",Azerbaijan Airlines,217,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,4K-AZ48,36525307036,23,23,0
11/17/2006,"Puncak Jaya, Indonesia",Trigana Air Service,,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12,12,0
12/28/2005,"Truckee, California",Skyward Aviation,,Twin Falls - Truckee - Carlsbad - Monterrey,Gates Learjet 35A,N781RS,35-218,2,2,0
1/2/2006,Near Karkov,Evolga,,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3,3,0
1/8/2006,"Bukalaza, Uganda",Service Air,,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,6,0
1/9/2006,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,11,0
1/19/2006,"Near Telkibanya, Hungary",Military - Slovak Air Force,,Pristina - Kosice,Antonov AN-24V,5605,97305605,43,42,0
1/21/2006,"Near Port Alberni, British Columbia, Canada",SoniBlue Airways,604,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8,3,0
2/5/2006,"Near Watertown, Wisconson",Air Cargo Carriers,,N/A,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3,3,0
2/8/2006,"Near Paris, Tennessee",TriCoastal Air,,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1,1,0
3/7/2006,"Labiano, Spain",Aerovalles,,Madrid - Pamplona,Cessna 421C Golden Eagle III,EC-JAX,421C0337,6,6,0
3/9/2006,"Near La Paz, Bolivia",Military - Fuerza Aérea Argentina,,La Paz - Sana Cruz,Learjet 35A,T-21,35-115,6,6,0
3/18/2006,"Butte, Montana",Ameriflight,,Helena - Butte,Beechcraft C99,N54RP,U-218,2,2,0
3/24/2006,"Cuenca, Ecuador",ATESA,,Cuenca - Macas,Cessna 208B Grand Caravan,HC-BXD,208B-0591,14,5,0
3/31/2006,"Rio Bonito, Brazil",Team Air,6865,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,19,0
4/10/2006,"Marsabit, Kenya",Military - Kenya Air Force,,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,132,N/A,17,14,0
4/23/2006,"Kousséri, Cameroon",Military - Lybian Arab Air Force,,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,6,0
4/23/2006,"Near Tersky, Russia",Yug Avia,,N/A,,RF-30451,N/A,5,4,0
4/24/2006,"Lashkar Gah, Afghanistan",U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,2,3
4/28/2006,"Peak Margarita, Uganda",King Air Charter,,"Goma - Bunia, DCR",Cessna 208B Grand Caravan,ZS-ADL,208B-0381,3,3,0
5/3/2006,"Off Sochi, Russia",Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,113,0
5/14/2006,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,,Training,Convair CV-580,C-GSKJ,202,3,1,0
5/23/2006,Off São Tomé Island,Air São Tomé,,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4,4,0
6/2/2006,"Groton, Connecticut",International Jet Charter,,"AtlantiCity, NJ - Groton, CT",Learjet 35A,N182K,35A-293,5,2,0
6/3/2006,"Yaocun, China",Military - Chinese Air Force,,N/A,KJ-2000,,N/A,40,40,0
6/8/2006,"Mullan, Idaho",Air Taxi - MajestiAlliance,,"Coeur d'Alene, ID - Missoula, MT",Cessna TU206G,N5136X,U20605582,2,2,0
6/11/2006,"Abéché, Chad",Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,7,5,0
6/21/2006,"Jumla, Napal",Yeti Airlines,,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,9,0
6/30/2006,"Vilanculos, Mozambique",Naturelink,,Polokwane - Vilanculos,Cessna 208B Grand Caravan,ZS-POG,208B-0396,3,1,0
7/2/2006,"Hamburg, Germany",Himmelsschreiber,,Sightseeing,de Havilland DHC-2 Beaver,D-FVIP,1512,6,5,1
7/7/2006,"Sake, DemocratiRepubliCongo",Mango Airlines,,Goma - Kisangani,Antonov AN-12B,9Q-CVT,3341506,5,5,0
7/9/2006,"Irkutsk, Russia",Sibir (S7),778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,128,0
7/10/2006,"Multan, Pakistan",Pakistan International Airlines,688,Multan - Lahore,Fokker F-27 Friendship 200,AP-BAL,10243,45,45,0
8/3/2006,"Bukavu, DemocratiRepubliCongo",Tracep,,Lugushwa - Bukavu,Antonov AN-28,9Q-COM,1AJ008-21,17,17,0
11/18/2006,"Near Leticia, Colombia",Aerosucre Colombia,,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5,5,0
8/4/2006,"Near Pownal, Vermont",AirNow,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1,1,0
8/13/2006,"Near Piacenza, Italy",Air Algerie,2208,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,7T-VHG,4880,3,3,0
8/22/2006,"Near Donetsk, Ukraine",Pulkovo Airlines,612,Anapa - St. Petersburg,Tupolev Tu-154M,RA-851857,894,170,170,0
8/27/2006,"Lexington, Kentucky",Comair,5191,"Lexington, KY - Atlanta, GA",Canadair CRJ-200ER,N431CA,7472,50,49,0
9/1/2006,"Mahad, Iran",Iran Air Tours,,Bandar Abbas - Mashad,Tupolev Tu-154M,EP-MCF,88A788,148,29,0
9/2/2006,"Near Kandahar, Afghanistan",Military - Royal Air Force,,N/A,British Aerospace Nimrod MR-2,XV-230,8005,14,14,0
9/11/2006,"Vladikavkaz, Russia",Military - Russian Army,,Gizel - Khankala,Mi-8 helicopter,,N/A,15,12,0
9/17/2006,"Vandeikya, Nigeria",Military - Nigerian Air Force,,Abuja - Obudu,Dornier 228,NAF033,8229,18,13,0
9/29/2006,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,154,0
10/10/2006,"Stord, Norway",AtlantiAirways,670,Stavanger - Stord,BAe 146-200,OY-CRG,2075/75,16,4,0
10/19/2006,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,,Training/Aranchi,Antonov An-2,UK-70152,1G137-26 ,15,15,0
10/29/2006,"Near Abuja, Nigeria",ADC Airlines,53,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,22891/998,105,96,0
11/27/2006,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Shiraz,Antonov 74T-200,15-2255,470991045/2010,38,38,0
12/10/2006,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,3,3,0
12/14/2006,"Near Port Heiden, Alaska",PenAir,,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2,2,0
12/16/2006,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,,Mbeya - Dar es Salaam,Cessna 310R,5H-TZA ,310R-1333,6,3,0
1/1/2007,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102,102,0
1/5/2007,"Matabwe, Tanzania",DJB Air Charter,,Dar es Salaam - Matabwe,Piper PA-31-310,5H-MUX,31-627,10,1,0
1/9/2007,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,34,0
1/10/2007,"Zapotlanejo, Mexico",Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,0
1/12/2007,"Van Nuys, California",SunQuest Executive Air Charter,,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2,2,0
1/20/2007,"Near Baghdad, Iraq",Military - US Army,,N/A,Sikorsky UH-60L Black Hawk,,N/A,12,12,0
1/25/2007,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,0,1
2/6/2007,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,,North Caicos - Grand Turk,Beechcraft Super King Air B200,VQ-TIU,BL-131,6,1,0
2/7/2007,"Belgrade, Montana",Metro Aviation,,Great Falls - Bozeman,Beechcraft Super King Air B200,N45MF,BB-234,3,3,0
3/7/2007,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140,22,0
3/8/2007,"Princeville, Hawaii",Heli-USA Airways,,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7,4,0
3/11/2007,"Hanea, Kauai, Hawaii",Inter-Island,,N/A,MDonnell Douglas 369FF Rotocraft,N911VC,0049FF,5,1,0
3/14/2007,"Fazenda Nossa Senhora de Lourdes, Brazil",N/A,N/A,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,N/A,4,4,0
3/17/2007,"Samara, Russia",UTAir Airlines,471,Surgut - Samara,Tupelov 134AK,RA-65021,48390,57,6,0
3/23/2007,"Mogadishu, Somalia",Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11,11,0
4/25/2007,"Near Kopinang, Guyana",Air Services,,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5,3,0
4/27/2007,"Shatoi, Chechnya",Military - Russian,,N/A,Mi 8,,N/A,18,18,0
5/5/2007,"Near Dizangue, Cameroon",Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114,114,0
5/6/2007,"Near El-Thamad, Egypt",Military - French Air Force,,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,9,0
5/17/2007,"Walikale Airstrip, Congo",Safe Air Complany,,Walikale - Goma,Let 410UVP,TN-AHE,851335,3,3,0
5/24/2007,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,13,0
6/3/2007,"Freetown, Sierra Leone",Paramount Airlilnes,,Shuttle,Mi-8,,N/A,22,21,0
6/4/2007,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6,6,0
6/13/2007,"Selenge province, Mongolia",Mongolian Defense Ministry,,N/A,Mi-8,,N/A,22,15,0
6/16/2007,"Vungano Hills, Malawi",Nyika Safaris,,Lilongwe to Rumchi,Cessna 206,,N/A,6,6,0
6/21/2007,"Near Kamina, Congo",Karibu Airways,,Kamina - Lubumbashi,Let 410UVP,9Q-CEU,841217,25,1,0
6/25/2007,"Near Sihanoukville, Cambodia",PMT Air,241,Siem Reap - Sihanoukville,Antonov AN-24V,XU-U4A,99901908,22,22,0
6/28/2007,"M'Banza Congo, Angola",TAAG Angola Airlines,,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,78,5,0
7/5/2007,"Culiacan, Mexico",Jett Paqueteria SA,,N/A,North American CT-39A Sabreline,XA-TFL,265-48,3,3,6
7/5/2007,"Connemara, Ireland",Charter - Private,,Inishmaan - Connemara,Cessna 208B Grand Caravan,N208EC,208B-1153,9,2,0
7/8/2007,"Muncho Lake, British Columbia, Canada",Liard Air,,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5,1,0
7/17/2007,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,187,12
7/23/2007,"Near Shinile, Ethiopia",Djibouti Airlines,,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,7306103,9,1,0
7/24/2007,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5,5,0
7/29/2007,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,9,0
8/5/2007,"Near Ruidoso, New Mexico",Southwest Medivac,,Ruidoso - Albuquerque,Beechcraft King Air E-90,N369CD,LW-182,5,5,0
8/9/2007,"Off Moorea, French Polynesia",Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20,20,0
8/16/2007,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,6,0
8/22/2007,"Near Kirkuk, Iraq",Military - U.S. Army,,Transporting troops,UH-60 Blackhawk helilcopter,,N/A,14,14,0
8/22/2007,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,2,0
8/26/2007,"Kongolo, DemocratiRepubliCongo",Great Lakes Business Complany,,Kongolo - Goma,Antonov AN-32,9Q-CAC,14-07,15,14,0
9/7/2007,"Goma, DemocratiRepubliCongo",Galaxy Kavatsi Airlines,,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,3341108,8,8,0
1/12/2008,"Blace, Macedonia",Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,,N/A,11,11,0
9/16/2007,"Phuket, Thailand",One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130,90,0
9/24/2007,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL,N/A,6,1,0
10/4/2007,"Kinshasa, DR Congo",Africa One Congo,,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,47302001,22,21,30
10/4/2007,"Alamosa, Colorado",SceniAir Tours,,N/A,Beechcraft King Air C90A,N590GM,LJ-1594,3,3,0
10/7/2007,"White Pass, Washington",Kapowsin Air Sports,,"Star, ID - Shelton, WA",Cessna 208 Caravan,N430A,208B0415,10,10,0
10/8/2007,"Near Cubarral, Colombia",Nacional de Aviacion,,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,902521,18,18,0
11/4/2007,"Sao Paulo, Brazil",Reali Taxi Aereo,,Sao Paulo - Rio de Janeiro,Learjet 35A,PT-OVC,35A-339,2,2,6
11/8/2007,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4,0,2
11/30/2007,"Near Isparta, Turkey",Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,57,0
12/3/2007,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,N/A,4,4,0
12/5/2007,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,2,0
12/9/2007,"Kiev, Ukraine",Fun Air,,HradeKrálové - Kiev,Beechcraft King Air C90B,D-IBDH,LJ-1307,5,5,0
1/4/2008,"Los Roques, Venezuela",Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18,18,0
1/5/2008,"Kodiak, Alaska",Servant Air,,Kodiak - Homer,Piper PA-31-350 Navajo,N509FN,31-7952162,10,6,0
1/14/2008,"Off Lihu, Hawaii",Apline Aviation,,Lihu - Kauai,Beechcraft 1900C-1,N410UB ,UC-70,1,1,0
1/17/2008,"London, England",British Airways,,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,0,0
1/19/2008,"Near Huambo, Angola",Gira Globo Charter,,"Luanda, Angola - Huambo, Angola",Beechcraft King Air B200,D2-FFK,BB-1026,13,13,0
1/23/2008,"Miroslawiec, Poland",Military - Polish Air Force,,Warsaw - Miroslawiec,CASA C-295M,19,S-043,20,20,0
1/26/2008,"Near Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3,3,0
2/21/2008,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,28,46,46,0
2/26/2008,"Off Macae , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,5,0
3/3/2008,"Near Bethani, Nepal",United Nations Mission,,N/A,Mi-17,,N/A,10,10,0
3/15/2008,"Nbagu, Nigeria",Trade Wings Aviation Ltd.,,Lagos - Bebi Air Strip,Beechcraft 1900D,5N-JAH,UE-322,3,3,0
